,DOWhour,datecode,procent,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,prosocial,emo_posp,emo_negp,emo_anxp,emo_angerp,emo_sadp,prosocialp,DOW.x,hour.x,emo_sadb,emo_angerb,emo_anxb,emo_negb,emo_posb,prosocialb,DOW.y,hour.y,emo_posw,emo_negw,emo_anxw,emo_angerw,emo_sadw,prosocialw,rank,year,month,day,hour,time0,daysno
2091,Sunday 10,42610,0.5725,10778.91,3033.54,571.96,593.46,648.6,7962.08,18827.79039,5298.759825,999.0567686,1036.611354,1132.925764,13907.56332,Sunday,10,4.061985585,-14.64177148,11.85553719,-6.172682466,10.01853566,32.49487293,Sunday,10,17113.28939,5647.352993,893.1670203,1214.424633,1088.702813,10496.68037,2091,2020,4,26,10,2020-04-26-10,426
2092,Sunday 11,42611,0.605833333,10875.1,3015.18,441.97,463.72,662.77,7456.91,17950.64649,4976.913343,729.5240715,765.4250344,1093.980743,12308.51719,Sunday,11,12.12896974,-35.79336423,-10.02844347,-4.686805051,14.2234147,14.65532522,Sunday,11,15715.38247,5221.6415,810.838558,1192.127613,975.6450499,10735.23377,2092,2020,4,26,11,2020-04-26-11,426
2093,Sunday 12,42612,0.607222222,11297.4,3027.62,578.26,661.52,630.19,7851.84,18605.05032,4986.016468,952.3037511,1089.419945,1037.824337,12930.75206,Sunday,12,-6.041369869,-22.90037475,21.62106881,-17.19601145,8.008663717,24.70516662,Sunday,12,17225.51662,6021.46896,783.0088655,1413.002906,1104.554563,10369.0588,2093,2020,4,26,12,2020-04-26-12,426
2094,Sunday 13,42613,0.649166667,10360.63,3549.6,626.84,738.54,712.26,7754.39,15959.89217,5467.933248,965.6071887,1137.673941,1097.191271,11945.14506,Sunday,13,24.14866968,0.593619391,4.205823477,1.402422752,-11.78067104,7.177356451,Sunday,13,18091.15118,5392.310262,926.6345742,1130.960341,883.7720724,11145.21337,2094,2020,4,26,13,2020-04-26-13,426
2095,Sunday 14,42614,0.665277778,11259.15,3641.32,530.82,791.5,440.58,8125.72,16923.9833,5473.382881,797.8922756,1189.728601,662.2496868,12214.02589,Sunday,14,-47.37636231,-14.1333294,-11.38724221,-18.95077802,6.473578813,19.56410743,Sunday,14,15895.00746,6753.159065,900.4259606,1385.553432,1258.464287,10215.46194,2095,2020,4,26,14,2020-04-26-14,426
2096,Sunday 15,42615,0.581944444,10352.12,3834.19,550.43,819.27,781.97,7167.39,17788.84582,6588.584248,945.8463007,1407.814797,1343.719332,12316.27876,Sunday,15,-1.269336515,-8.47169563,-18.50632155,-10.91516436,7.214645877,16.6433122,Sunday,15,16591.80579,7395.853852,1160.637633,1538.119609,1360.994937,10558.92406,2096,2020,4,26,15,2020-04-26-15,426
2097,Sunday 16,42616,0.581666667,11036.53,3079.77,599.86,704.27,635.89,8176.6,18973.97708,5294.733524,1031.277937,1210.77937,1093.22063,14057.19198,Sunday,16,-22.41284824,-25.40957685,17.77686751,-25.70751848,17.30845459,18.56003057,Sunday,16,16174.43273,7126.876658,875.6201101,1623.23703,1409.022764,11856.60286,2097,2020,4,26,16,2020-04-26-16,426
2098,Sunday 17,42617,0.595,10722.37,3691.25,587.24,608.27,1071.33,8048.15,18020.78992,6203.781513,986.9579832,1022.302521,1800.554622,13526.30252,Sunday,17,35.06371509,-34.64733493,-11.31015628,-18.92220229,-6.964210865,11.91794345,Sunday,17,19369.73941,7651.640385,1112.819622,1564.285894,1333.114983,12085.91054,2098,2020,4,26,17,2020-04-26-17,426
2099,Sunday 18,42618,0.57,10799.14,3675.99,638.24,771.44,863.72,7819.76,18945.85965,6449.105263,1119.719298,1353.403509,1515.298246,13718.87719,Sunday,18,10.99765477,-12.88662112,-3.243217757,-11.19599733,-7.447142513,-0.03799127,Sunday,18,20470.31303,7262.178583,1157.251484,1553.611542,1365.162398,13724.09115,2099,2020,4,26,18,2020-04-26-18,426
2100,Sunday 19,42619,0.561944444,12077.91,4344.06,560.85,814.08,1069.73,7791.45,21493.06772,7730.408304,998.0523974,1448.684132,1903.622343,13865.16065,Sunday,19,11.27122244,-4.256762438,-17.16677208,6.68166885,-8.768746837,-14.20217356,Sunday,19,23558.88687,7246.238635,1204.893764,1513.092903,1710.79485,16160.27029,2100,2020,4,26,19,2020-04-26-19,426
2101,Sunday 20,42620,0.585277778,10473.54,4382.04,582.44,1086.17,1278.63,8018.67,17894.99003,7487.111533,995.1514001,1855.819649,2184.65496,13700.62269,Sunday,20,24.74505854,9.262212699,1.612955139,-2.910843999,-5.05156952,-2.601881456,Sunday,20,18847.0625,7711.583705,979.3548458,1698.500884,1751.295791,14066.61945,2101,2020,4,26,20,2020-04-26-20,426
2102,Sunday 21,42621,0.689722222,10504.09,4206.32,650.03,849.28,1142.69,7957.21,15229.44986,6098.571083,942.4518727,1231.336287,1656.739428,11536.83286,Sunday,21,-22.5070824,-7.458814977,20.34094732,-14.02827021,-14.8365056,5.280110865,Sunday,21,17882.6033,7093.693588,783.151449,1330.581931,2137.92367,10958.22636,2102,2020,4,26,21,2020-04-26-21,426
2103,Sunday 22,42622,0.999722222,10155.41,3733.03,733.14,656.91,996.63,6605.18,10158.23173,3734.067241,733.3437066,657.0925257,996.9069186,6607.015282,Sunday,22,-31.50261207,-44.76074704,-14.14097529,-31.18564428,-21.19721733,-24.70895777,Sunday,22,12890.70181,5426.291073,854.1253631,1189.539124,1455.394065,8775.300602,2103,2020,4,26,22,2020-04-26-22,426
2104,Sunday 23,42623,0.999722222,4894.21,2046.71,253.79,376.34,639.25,3979.65,4895.569881,2047.278689,253.8605168,376.4445679,639.4276188,3980.755765,Sunday,23,-11.7232613,-55.5129528,-45.78063613,-38.66221803,-28.30179189,-9.838802001,Sunday,23,6828.022638,3337.712292,468.2100613,846.189153,724.3444062,4415.154028,2104,2020,4,26,23,2020-04-26-23,426
2105,Monday 00,42700,0.999722222,3092.68,1549.23,333.47,298.76,454.56,1620.41,3093.539316,1549.660461,333.5626563,298.8430119,454.6863018,1620.860239,Monday,0,-4.80230379,-36.63402087,13.53031129,-25.3447173,-27.62865201,-43.4835948,Monday,0,4274.53599,2075.754595,293.8093382,471.614289,477.6232197,2867.946454,2105,2020,4,27,0,2020-04-27-00,427
2106,Monday 07,42707,0.772222222,12410.2,3235.72,639.59,671.1,650.62,8218.99,16070.76259,4190.141007,828.2460432,869.0503597,842.5294964,10643.2964,Monday,7,8.563046091,27.97646071,46.48129731,26.73199497,35.76159171,36.74258011,Monday,7,11837.48834,3306.300834,565.4278453,679.0704751,776.0739282,7783.454425,2106,2020,4,27,7,2020-04-27-07,427
2107,Monday 08,42708,0.6475,11806.77,3419.21,472.33,715.57,968.27,9129.89,18234.39382,5280.633205,729.4671815,1105.127413,1495.397683,14100.21622,Monday,8,57.0088993,44.63922009,25.41858084,36.40234213,38.50223307,76.99754846,Monday,8,13165.41504,3871.365493,581.6260849,764.0579177,952.428614,7966.334189,2107,2020,4,27,8,2020-04-27-08,427
2108,Monday 09,42709,0.623611111,12627.94,3465.05,586.82,580.6,1048.78,8370.07,20249.70334,5556.427617,941.003118,931.0289532,1681.785301,13421.93853,Monday,9,127.9959021,14.99413003,54.75309032,52.57360333,49.92373878,43.81086749,Monday,9,13506.66913,3641.801397,608.0674163,809.6317203,737.6383896,9333.048861,2108,2020,4,27,9,2020-04-27-09,427
2109,Monday 10,42710,0.646944444,11718.13,3716.76,435.66,666.2,1034.48,8591.58,18113.03907,5745.099184,673.4117647,1029.763847,1599.024474,13280.24388,Monday,10,66.58055508,10.8693581,-1.77206265,39.82782205,42.18687489,42.35506954,Monday,10,12738.89667,4108.695323,685.5603231,928.8083423,959.910641,9328.957461,2109,2020,4,27,10,2020-04-27-10,427
2110,Monday 11,42711,0.676388889,11667.4,4171.94,613.39,685.59,1106.28,9175.46,17249.54415,6167.960575,906.8599589,1013.603285,1635.567967,13565.36181,Monday,11,22.10547295,21.01428597,36.9669617,28.2376448,40.01028839,44.9132836,Monday,11,12320.19757,4809.789344,662.1012452,837.5897749,1339.471465,9361.020239,2110,2020,4,27,11,2020-04-27-11,427
2111,Monday 12,42712,0.685277778,12655.73,3617.83,602.55,790.74,737.26,10677.16,18468.02919,5279.362789,879.2784759,1153.897041,1075.855695,15580.77665,Monday,12,0.107132536,25.25793918,39.98687891,19.34878637,51.86141254,53.28393829,Monday,12,12161.10721,4423.474213,628.1149225,921.2166898,1074.704337,10164.65053,2111,2020,4,27,12,2020-04-27-12,427
2112,Monday 13,42713,0.742222222,9906.84,3840.95,479.69,600.01,1265.83,9179.48,13347.53892,5174.932635,646.2889222,808.3967066,1705.459581,12367.56287,Monday,13,88.15032978,-26.20012387,-3.88974102,22.85389117,7.766709473,26.14438024,Monday,13,12385.58641,4212.265957,672.4453029,1095.39033,906.4345425,9804.291599,2112,2020,4,27,13,2020-04-27-13,427
